class_nb, nb_pca, last_second,smoothing_freq_max, down_freq_max,conv_channel, conv_windows,step_smoothing, step_down,window_ori, channels_ori, pool_ori,window_sm, channels_sm, pool_sm,window_dn, channels_dn, pool_dn,nb_dense,square_mean_valence,pearson_val,square_mean_arousal,pearson_arousal,kappa
7,5,3,10,10,10,8,1,1,10,15,300,10,15,300,10,15,300,50,3.4762361018174284,0.17749053018687147,2.9536842576462075,0.2270849325349367,
7,5,3,10,10,10,8,1,1,10,15,300,10,15,300,10,15,300,100,3.483119226995532,0.2327673268968128,2.442431232781823,0.4030999962051284,
7,5,3,10,10,10,8,1,1,10,25,300,10,25,300,10,25,300,10,3.4735542089990497,0.1745904610434476,3.1100901427182275,0.1186232170702962,
7,5,3,10,10,10,8,1,1,10,25,300,10,25,300,10,25,300,50,3.464541268012632,0.18440305408891328,2.9365009390885533,0.20732776612858034,
7,5,3,10,10,10,8,1,1,10,25,300,10,25,300,10,25,300,100,3.621274358470653,0.17280048012369853,2.8679026679058923,0.24765789374457065,
7,5,3,10,10,50,8,1,1,10,5,300,10,5,300,10,5,300,10,3.379131217174228,0.21530474603641309,3.127357905248516,0.12566451011460214,
7,5,3,10,10,50,8,1,1,10,5,300,10,5,300,10,5,300,50,3.078149421234572,0.3642768206090776,2.916090316378337,0.2870952704320753,
7,5,3,10,10,50,8,1,1,10,5,300,10,5,300,10,5,300,100,3.2738830705327078,0.2902731690204157,2.9738426732043526,0.13853703217715266,
7,5,3,10,10,50,8,1,1,10,7,300,10,7,300,10,7,300,10,3.5417670532359886,0.0,3.1755534917671078,0.0,
7,5,3,10,10,50,8,1,1,10,7,300,10,7,300,10,7,300,50,3.4493261635593413,0.2041165680295339,2.7696801487752984,0.2688359466186496,
7,5,3,10,10,50,8,1,1,10,7,300,10,7,300,10,7,300,100,3.360066128355297,0.2430028935187587,2.7599695597437024,0.25415038418971114,
7,5,3,10,10,50,8,1,1,10,15,300,10,15,300,10,15,300,10,3.3905354885879047,0.25557500800891525,2.9351111683375812,0.27849834556789443,
7,5,3,10,10,50,8,1,1,10,15,300,10,15,300,10,15,300,50,3.2892064024802106,0.2661915828560956,2.845031220786093,0.24662358390334785,
7,5,3,10,10,50,8,1,1,10,15,300,10,15,300,10,15,300,100,3.41560770993033,0.2189219088681698,2.7492957711013704,0.26871211740770834,
7,5,3,10,10,50,8,1,1,10,25,300,10,25,300,10,25,300,10,3.4517298366237568,0.28958471226784177,3.182732592900922,0.2821189756633304,
7,5,3,10,10,50,8,1,1,10,25,300,10,25,300,10,25,300,50,3.353789032459661,0.2454652191826224,2.5856009729322653,0.3575705965088504,
7,5,3,10,10,50,8,1,1,10,25,300,10,25,300,10,25,300,100,3.321749949514371,0.2586610521682866,3.024064594237054,0.1584486858836185,
7,5,3,10,10,10,1,1,1,20,5,1000,20,5,1000,20,5,1000,10,3.2699572023484507,0.2995734723508016,3.0115754490575917,0.17624501766477374,
7,5,3,10,10,10,1,1,1,20,5,1000,20,5,1000,20,5,1000,50,3.3873385981522834,0.2381200071570555,2.9382815115684284,0.20734335697638784,
7,5,3,10,10,10,1,1,1,20,5,1000,20,5,1000,20,5,1000,100,3.4325270779859185,0.21421071508973988,3.024694318976927,0.10293595910056988,
7,5,3,10,10,10,1,1,1,20,7,1000,20,7,1000,20,7,1000,10,3.2421615773925514,0.31672987475414544,3.00522372518308,0.13919730219330514,
7,5,3,10,10,10,1,1,1,20,7,1000,20,7,1000,20,7,1000,50,3.4525874562721595,0.2117414077578784,2.9749668862181338,0.14009855352214082,
7,5,3,10,10,10,1,1,1,20,7,1000,20,7,1000,20,7,1000,100,3.5036811422731544,0.22131661743159745,3.0073771613046074,0.1273512569140789,
7,5,3,10,10,10,1,1,1,20,15,1000,20,15,1000,20,15,1000,10,3.2985374230230016,0.32665672341738994,2.9326538793284453,0.1629215840221614,
7,5,3,10,10,10,1,1,1,20,15,1000,20,15,1000,20,15,1000,50,3.497655365014566,0.16432815377337634,3.0089944657695367,0.15644052083578286,
7,5,3,10,10,10,1,1,1,20,15,1000,20,15,1000,20,15,1000,100,3.4380920020370604,0.28711183223484865,3.1111936362117962,0.07808394054467176,
7,5,3,10,10,10,1,1,1,20,25,1000,20,25,1000,20,25,1000,10,3.4338842732588284,0.2713491531469858,3.0149397455022826,0.12185567043948838,
7,5,3,10,10,10,1,1,1,20,25,1000,20,25,1000,20,25,1000,50,3.32688376392729,0.27064830355722513,2.9166769885042285,0.2315269265082701,
7,5,3,10,10,10,1,1,1,20,25,1000,20,25,1000,20,25,1000,100,3.3253755417072144,0.29648758890950305,3.1097050064489893,0.0553790798676622,
7,5,3,10,10,50,1,1,1,20,5,1000,20,5,1000,20,5,1000,10,3.1063110761167034,0.376917936394596,3.0053445106937486,0.1834615893028925,
7,5,3,10,10,50,1,1,1,20,5,1000,20,5,1000,20,5,1000,50,3.2357352901855525,0.3055500704017077,2.94787346029696,0.13175134595011634,
7,5,3,10,10,50,1,1,1,20,5,1000,20,5,1000,20,5,1000,100,3.1888601912936365,0.35497731181409115,2.8900705215750335,0.1889251471825976,
7,5,3,10,10,50,1,1,1,20,7,1000,20,7,1000,20,7,1000,10,3.1327827477438666,0.3876391239285261,3.048456491453467,0.15353904571257884,
7,5,3,10,10,50,1,1,1,20,7,1000,20,7,1000,20,7,1000,50,3.237525034735322,0.3420928014237444,2.9508872900077416,0.1606910688661388,
7,5,3,10,10,50,1,1,1,20,7,1000,20,7,1000,20,7,1000,100,3.4068689414068567,0.20924597769707168,2.942212345365485,0.16361474592040962,
7,5,3,10,10,50,1,1,1,20,15,1000,20,15,1000,20,15,1000,10,3.19519472515238,0.3972856212393786,3.0234472254517963,0.15106021566240996,
7,7,3,100,10,10,1,6,1,10,7,1000,10,7,1000,10,7,1000,50,3.6153203119795454,0.039938156955040514,3.0749043449615527,0.006442570749023989,
7,7,3,100,10,10,1,6,1,10,7,1000,10,7,1000,10,7,1000,100,3.584846879144281,0.10275040923974672,3.0515819865619878,0.09545253876174964,
7,7,3,100,10,10,1,6,1,10,35,1000,10,35,1000,10,35,1000,50,3.5392077711772405,0.12078896763566993,3.1018417387599433,0.023117934817874476,
7,7,3,100,10,10,1,6,1,10,35,1000,10,35,1000,10,35,1000,100,3.487769155015118,0.15766330095524467,3.2505221823615487,0.08682827339163521,
7,7,3,100,10,50,1,6,1,10,7,1000,10,7,1000,10,7,1000,50,3.5792617999760683,0.13381213012305654,2.8359697703697977,0.2628760691311366,
7,7,3,100,10,50,1,6,1,10,7,1000,10,7,1000,10,7,1000,100,3.559123081763941,0.14524595109966,3.1348723847880007,0.10693753582866226,
7,7,3,100,10,50,1,6,1,10,35,1000,10,35,1000,10,35,1000,50,3.5881180039608243,0.14887461319037645,2.977973099437933,0.21331129635129914,
7,7,3,100,10,50,1,6,1,10,35,1000,10,35,1000,10,35,1000,100,3.8825316236028056,0.09703684616591186,2.7311199898049408,0.3494253730583045,
7,7,3,100,10,10,3,6,1,10,7,600,10,7,600,10,7,600,50,3.518536547862969,0.17346154702294522,3.0579598405152706,0.03598619012684538,
7,7,3,100,10,10,3,6,1,10,7,600,10,7,600,10,7,600,100,3.6136568738993695,0.038678284443932544,3.192223476276677,-0.06569427828987577,
7,7,3,100,10,10,3,6,1,10,35,600,10,35,600,10,35,600,50,3.458466821527989,0.16375152648415225,2.970246873991484,0.12873839657630054,
7,7,3,100,10,10,3,6,1,10,35,600,10,35,600,10,35,600,100,3.5400464927175803,0.15549912772016858,2.7345106647279995,0.3793852384234804,
7,7,3,100,10,50,3,6,1,10,7,600,10,7,600,10,7,600,50,3.338675724716791,0.2363509266490099,2.852957395275395,0.1932705495845652,
7,7,3,100,10,50,3,6,1,10,7,600,10,7,600,10,7,600,100,3.648884693657624,0.12371795170110288,2.811512877816142,0.21188320292156027,
7,7,3,100,10,50,3,6,1,10,35,600,10,35,600,10,35,600,50,3.4474549672677655,0.2157286064718043,2.9004297994263912,0.2097127104923497,
7,7,3,100,10,50,3,6,1,10,35,600,10,35,600,10,35,600,100,3.4992289998111623,0.20688552212344494,2.890365019079242,0.18082840833435415,
7,7,3,100,10,10,8,6,1,10,7,300,10,7,300,10,7,300,50,3.386350886633848,0.2025642994780104,3.0753000891942417,0.08348186707435468,
7,7,3,100,10,10,8,6,1,10,7,300,10,7,300,10,7,300,100,3.64720215695854,0.12286785979616635,2.8571092247616448,0.3048180782741568,
7,7,3,100,10,10,8,6,1,10,35,300,10,35,300,10,35,300,50,3.479556482526027,0.17405624534652964,3.0522987561094226,0.06835981570859452,
7,7,3,100,10,10,8,6,1,10,35,300,10,35,300,10,35,300,100,3.4357903309839037,0.1853105462748619,3.22259752516828,0.03416369604486411,
7,7,3,100,10,50,8,6,1,10,7,300,10,7,300,10,7,300,50,3.3147062474880538,0.2620306373360612,3.1297386891760337,0.08570480440640613,
7,7,3,100,10,50,8,6,1,10,7,300,10,7,300,10,7,300,100,3.4849745559302616,0.17787299169987633,2.893597804757063,0.1752485266121233,
7,7,3,100,10,50,8,6,1,10,35,300,10,35,300,10,35,300,50,3.4978628616197907,0.21786077995282013,2.927744471829602,0.15499128829344894,
7,7,3,100,10,50,8,6,1,10,35,300,10,35,300,10,35,300,100,3.710869204705245,0.12418381031217267,2.764227712944768,0.2898600683673281,
7,7,3,100,10,10,1,6,1,50,7,1000,50,7,1000,50,7,1000,50,3.9529596029226144,-0.037839365434699165,2.8243178809511438,0.18951167652897316,
7,7,3,100,10,10,1,6,1,50,7,1000,50,7,1000,50,7,1000,100,3.736002274102445,-0.02407432491044501,2.8301723030762544,0.2442680611692368,
7,7,3,100,10,10,1,6,1,50,35,1000,50,35,1000,50,35,1000,50,4.147194400050996,-0.13778251234860495,2.7720391551311034,0.22525905016201125,
7,7,3,100,10,10,1,6,1,50,35,1000,50,35,1000,50,35,1000,100,3.752803232083088,-0.054232795048468375,2.9297979217820065,0.18440563383603384,
7,7,3,100,10,50,1,6,1,50,7,1000,50,7,1000,50,7,1000,50,3.622348268901733,0.14024045782029188,2.7997830719887045,0.2579599149347295,
7,7,3,100,10,50,1,6,1,50,7,1000,50,7,1000,50,7,1000,100,3.644847792877096,0.03597088838530906,3.1643169104853475,-0.0432595566391582,
7,7,3,100,10,50,1,6,1,50,35,1000,50,35,1000,50,35,1000,50,3.446303480025475,0.24046503456193286,2.890874724328385,0.2432699214677653,
7,7,3,100,10,50,1,6,1,50,35,1000,50,35,1000,50,35,1000,100,4.313783305946297,-0.001884916588444925,2.6087197883131044,0.300130402924152,
7,7,3,100,10,10,3,6,1,50,7,600,50,7,600,50,7,600,50,3.751869110303272,0.024237465888217315,2.8888571177659204,0.19318691803573926,
7,7,3,100,10,10,3,6,1,50,7,600,50,7,600,50,7,600,100,3.901942095111028,-0.11292069455217335,2.932981211403086,0.15264307385761072,
7,7,3,100,10,10,3,6,1,50,35,600,50,35,600,50,35,600,50,3.9971948040028082,-0.0266770851317745,2.9980981937613036,0.12988400208891412,
7,7,3,100,10,10,3,6,1,50,35,600,50,35,600,50,35,600,100,3.9274831413071074,-0.11349643692847572,2.7938689396291583,0.2306028249231805,
7,7,3,100,10,50,3,6,1,50,7,600,50,7,600,50,7,600,50,3.690085559659628,0.02055106226525688,2.865398918102983,0.1636216500946058,
7,7,3,100,10,50,3,6,1,50,7,600,50,7,600,50,7,600,100,3.997041772413644,0.0825480430267421,2.8547696221832606,0.1580965857591844,
7,7,3,100,10,50,3,6,1,50,35,600,50,35,600,50,35,600,50,3.808999500202741,0.04221846389024927,3.071834344568147,0.01215762443117272,
7,7,3,100,10,50,3,6,1,50,35,600,50,35,600,50,35,600,100,4.055556779862203,-0.018123126933816056,2.4439887335796584,0.4117486145243807,
7,7,3,100,10,10,8,6,1,50,7,300,50,7,300,50,7,300,50,3.6849211735122265,0.040460469814126016,2.9954625290757484,0.1276287282022717,
7,7,3,100,10,10,8,6,1,50,7,300,50,7,300,50,7,300,100,3.397971381380082,0.2854042993906967,2.6636180703342687,0.26197277472749075,
7,7,3,100,10,10,8,6,1,50,35,300,50,35,300,50,35,300,50,3.7074578899578174,0.030507021713981744,2.8130064236256374,0.1948419422659456,
7,7,3,100,10,10,8,6,1,50,35,300,50,35,300,50,35,300,100,3.795911844897701,-0.0630032834448565,2.8225692161308107,0.2593338459449669,
7,7,3,100,10,50,8,6,1,50,7,300,50,7,300,50,7,300,50,3.546138628870412,0.10148208817215636,2.873955644085368,0.2057644931541184,
7,7,3,100,10,50,8,6,1,50,7,300,50,7,300,50,7,300,100,3.9257441357754086,-0.09832611161628832,2.755566639822816,0.24208034826813435,
7,7,3,100,10,50,8,6,1,50,35,300,50,35,300,50,35,300,50,3.740936351888725,0.054859249193270614,2.67306047311849,0.2836086089999667,
7,7,3,100,10,50,8,6,1,50,35,300,50,35,300,50,35,300,100,3.8160687412125913,-0.09478632018830646,2.8924748489316205,0.15401100411950033,
7,7,16,100,10,10,1,6,1,10,7,5333,10,7,5333,10,7,5333,50,3.9763570003438087,-0.0017580351921589578,3.2140983864104427,-0.07762237617117736,
7,7,16,100,10,10,1,6,1,10,7,5333,10,7,5333,10,7,5333,100,3.6056311996579433,0.08488847201940884,3.0313603807238434,0.03144339399488636,
3,7,3,100,10,10,1,6,1,10,7,1000,10,7,1000,10,7,1000,50,,,,,-0.058823529411764726
3,7,3,100,10,10,1,6,1,10,7,1000,10,7,1000,10,7,1000,100,,,,,0.026548672566371726
3,7,3,100,10,10,1,6,1,10,35,1000,10,35,1000,10,35,1000,50,,,,,0.1070110701107011
3,7,3,100,10,10,1,6,1,10,35,1000,10,35,1000,10,35,1000,100,,,,,0.03508771929824561
3,7,3,100,10,50,1,6,1,10,7,1000,10,7,1000,10,7,1000,50,,,,,-0.00917431192660545
3,7,3,100,10,50,1,6,1,10,7,1000,10,7,1000,10,7,1000,100,,,,,-0.05340699815837935
3,7,3,100,10,50,1,6,1,10,35,1000,10,35,1000,10,35,1000,50,,,,,0.12456747404844293
3,7,3,100,10,50,1,6,1,10,35,1000,10,35,1000,10,35,1000,100,,,,,0.2413793103448276
3,7,3,100,10,10,3,6,1,10,7,600,10,7,600,10,7,600,50,,,,,-0.08196721311475419
3,7,3,100,10,10,3,6,1,10,7,600,10,7,600,10,7,600,100,,,,,0.07832422586520937
3,7,3,100,10,10,3,6,1,10,35,600,10,35,600,10,35,600,50,,,,,-0.017543859649122858
3,7,3,100,10,10,3,6,1,10,35,600,10,35,600,10,35,600,100,,,,,0.16086235489220568
3,7,3,100,10,50,3,6,1,10,7,600,10,7,600,10,7,600,50,,,,,0.026548672566371726
3,7,3,100,10,50,3,6,1,10,7,600,10,7,600,10,7,600,100,,,,,0.025553662691652382
3,7,3,100,10,50,3,6,1,10,35,600,10,35,600,10,35,600,50,,,,,-0.026929982046678624
3,7,3,100,10,50,3,6,1,10,35,600,10,35,600,10,35,600,100,,,,,0.08492201039861348
3,7,3,100,10,10,8,6,1,10,7,300,10,7,300,10,7,300,50,,,,,0.01610017889087656
3,7,3,100,10,10,8,6,1,10,7,300,10,7,300,10,7,300,100,,,,,0.046931407942238164
3,7,3,100,10,10,8,6,1,10,35,300,10,35,300,10,35,300,50,,,,,0.14487632508833925
3,7,3,100,10,10,8,6,1,10,35,300,10,35,300,10,35,300,100,,,,,0.0052173913043479505
3,7,3,100,10,50,8,6,1,10,7,300,10,7,300,10,7,300,50,,,,,-0.00917431192660545
3,7,3,100,10,50,8,6,1,10,7,300,10,7,300,10,7,300,100,,,,,0.19854280510018207
3,7,3,100,10,50,8,6,1,10,35,300,10,35,300,10,35,300,50,,,,,-0.008488964346349714
3,7,3,100,10,50,8,6,1,10,35,300,10,35,300,10,35,300,100,,,,,0.023090586145648184
3,7,3,100,10,10,1,6,1,50,7,1000,50,7,1000,50,7,1000,50,,,,,-0.13120567375886516
3,7,3,100,10,10,1,6,1,50,7,1000,50,7,1000,50,7,1000,100,,,,,-0.00364963503649629
3,7,3,100,10,10,1,6,1,50,35,1000,50,35,1000,50,35,1000,50,,,,,0.14031971580817038
3,7,3,100,10,10,1,6,1,50,35,1000,50,35,1000,50,35,1000,100,,,,,-0.02877697841726623
3,7,3,100,10,50,1,6,1,50,7,1000,50,7,1000,50,7,1000,50,,,,,0.08828828828828827
3,7,3,100,10,50,1,6,1,50,7,1000,50,7,1000,50,7,1000,100,,,,,0.2302025782688767
3,7,3,100,10,50,1,6,1,50,35,1000,50,35,1000,50,35,1000,50,,,,,0.15693430656934315
3,7,3,100,10,50,1,6,1,50,35,1000,50,35,1000,50,35,1000,100,,,,,0.18367346938775508
3,7,3,100,10,10,3,6,1,50,7,600,50,7,600,50,7,600,50,,,,,0.147887323943662
3,7,3,100,10,10,3,6,1,50,7,600,50,7,600,50,7,600,100,,,,,-0.04393673110720564
3,7,3,100,10,10,3,6,1,50,35,600,50,35,600,50,35,600,50,,,,,0.043478260869565084
3,7,3,100,10,10,3,6,1,50,35,600,50,35,600,50,35,600,100,,,,,0.10915492957746477
3,7,3,100,10,50,3,6,1,50,7,600,50,7,600,50,7,600,50,,,,,0.07664233576642343
3,7,3,100,10,50,3,6,1,50,7,600,50,7,600,50,7,600,100,,,,,0.2773722627737226
3,7,3,100,10,50,3,6,1,50,35,600,50,35,600,50,35,600,50,,,,,-0.1061452513966481
3,7,3,100,10,50,3,6,1,50,35,600,50,35,600,50,35,600,100,,,,,0.03296703296703285
3,7,3,100,10,10,8,6,1,50,7,300,50,7,300,50,7,300,50,,,,,-0.0018214936247724636
3,7,3,100,10,10,8,6,1,50,7,300,50,7,300,50,7,300,100,,,,,-0.05340699815837935
3,7,3,100,10,10,8,6,1,50,35,300,50,35,300,50,35,300,50,,,,,0.13356164383561653
3,7,3,100,10,10,8,6,1,50,35,300,50,35,300,50,35,300,100,,,,,-0.024137931034482696
3,7,3,100,10,50,8,6,1,50,7,300,50,7,300,50,7,300,50,,,,,-0.06517690875232797
3,7,3,100,10,50,8,6,1,50,7,300,50,7,300,50,7,300,100,,,,,0.2482014388489209
3,7,3,100,10,50,8,6,1,50,35,300,50,35,300,50,35,300,50,,,,,-0.0671641791044777
3,7,3,100,10,50,8,6,1,50,35,300,50,35,300,50,35,300,100,,,,,0.18947368421052635
3,7,16,100,10,10,1,6,1,10,7,5333,10,7,5333,10,7,5333,50,,,,,0.038461538461538436
3,7,16,100,10,10,1,6,1,10,7,5333,10,7,5333,10,7,5333,100,,,,,-0.03623188405797095
2,7,3,100,10,10,3,1,1,10,14,600,10,14,600,10,14,600,50,,,,,0.2024169184290031
2,7,3,100,10,10,3,1,1,10,14,600,10,14,600,10,14,600,100,,,,,0.005319148936170137
2,7,3,100,10,10,3,1,1,10,35,600,10,35,600,10,35,600,50,,,,,-0.07441860465116279
2,7,3,100,10,10,3,1,1,10,35,600,10,35,600,10,35,600,100,,,,,0.05938242280285033
2,7,3,100,10,50,3,1,1,10,14,600,10,14,600,10,14,600,50,,,,,0.04087193460490468
2,7,3,100,10,50,3,1,1,10,14,600,10,14,600,10,14,600,100,,,,,0.017369727047146344
2,7,3,100,10,50,3,1,1,10,35,600,10,35,600,10,35,600,50,,,,,0.2393617021276595
2,7,3,100,10,50,3,1,1,10,35,600,10,35,600,10,35,600,100,,,,,0.11747851002865328
2,7,3,100,10,10,8,1,1,10,14,300,10,14,300,10,14,300,50,,,,,-0.02230483271375472
2,7,3,100,10,10,8,1,1,10,14,300,10,14,300,10,14,300,100,,,,,-0.13467048710601714
2,7,3,100,10,10,8,1,1,10,35,300,10,35,300,10,35,300,50,,,,,0.2297592997811816
2,7,3,100,10,10,8,1,1,10,35,300,10,35,300,10,35,300,100,,,,,-0.014563106796116498
2,7,3,100,10,50,8,1,1,10,14,300,10,14,300,10,14,300,50,,,,,-0.045454545454545414
2,7,3,100,10,50,8,1,1,10,14,300,10,14,300,10,14,300,100,,,,,-0.002277904328018332
2,7,3,100,10,50,8,1,1,10,35,300,10,35,300,10,35,300,50,,,,,-0.014563106796116498
3,7,5,300,6,10,5,10,1,50,5,10,50,5,10,50,5,10,50,,,,,-0.03623188405797095
2,7,5,300,6,10,5,10,1,50,5,10,50,5,10,50,5,10,50,,,,,-0.02857142857142847
